Style,Colour,Size,Description,Category,PLU,Unit Cost,Unit Retail,Units,Brand
4007A,L/BLUE,,SMALL FLAP PURSE,PURSE,0000913400,11.00,29.99,0,MARIA CARLA
4007A,LT.BROWN,,SMALL FLAP PURSE,PURSE,0002041300,11.00,29.99,0,MARIA CARLA
QB0112,BEIGE,,LONG PURSE,PURSE,0001610700,18.00,45.00,0,MARIA CARLA
QB0112,BEIGE/FLESH,,LONG PURSE,PURSE,0002042000,18.00,45.00,0,MARIA CARLA
QB0115,BROWN,,ANIMAL PRINT PURSE,PURSE,0001618600,17.00,39.99,0,MARIA CARLA
QB0115,BURGANDY,,ANIMAL PRINT PURSE,PURSE,0001618700,17.00,39.99,0,MARIA CARLA
SY-1132,BLACK,,PURSE,PURSE,0000534100,14.95,39.99,0,MARIA CARLA
SY-1132,GRAY,,PURSE,PURSE,0000534500,14.95,39.99,0,MARIA CARLA
SY-1132,LT BLUE,,PURSE,PURSE,0002041800,14.95,39.99,0,MARIA CARLA
3120440,BRUNO,,side bag,MAN BAG,0002938900,41.00,106.60,0,MARTA PONTI
3120815,BRUNO,,briefcase,BRIEFCASE,0002939300,89.00,231.40,0,MARTA PONTI
8105867,COGNAC/BRN,,handbag,HANDBAGS,0002940200,41.00,179.99,0,MARTA PONTI
8105972,BROWN,,handbag,HANDBAGS,0002941000,81.00,210.60,0,MARTA PONTI
8106009,RED,,handbag,HANDBAGS,0002942700,75.00,195.00,0,MARTA PONTI
8106054,BLUE,,handbag,HANDBAGS,0002944900,41.00,189.99,0,MARTA PONTI
8106068,BLUE/COGNAC,,handbag,HANDBAGS,0002945900,63.00,163.80,0,MARTA PONTI
8106068,BROWN/COGNAC,,handbag,HANDBAGS,0002946100,63.00,163.80,0,MARTA PONTI
8106120,BLUE,,handbag,HANDBAGS,0002950300,77.00,200.20,0,MARTA PONTI
490-a,DARK GREEN,10,ladies biker,LADIES JACKETS,0004749802,0.00,189.00,0,MONOMOI
490-a,DARK GREEN,16,ladies biker,LADIES JACKETS,0004749805,0.00,189.00,0,MONOMOI
490-a,DARK GREEN,18,ladies biker,LADIES JACKETS,0004749806,0.00,189.00,0,MONOMOI
490-a,DARK GREEN,20,ladies biker,LADIES JACKETS,0004749807,0.00,209.00,0,MONOMOI
490-a,DARK GREEN,22,ladies biker,LADIES JACKETS,0004749808,0.00,229.00,0,MONOMOI
490-a,DARK GREEN,24,ladies biker,LADIES JACKETS,0004749809,0.00,249.00,0,MONOMOI
brando,ANTIQUE,XS,brando style,MENS JACKETS,0004816302,0.00,239.00,0,MONOMOI
brando,ANTIQUE,S,brando style,MENS JACKETS,0004816303,0.00,239.00,0,MONOMOI
brando,ANTIQUE,M,brando style,MENS JACKETS,0004816304,0.00,239.00,0,MONOMOI
brando,ANTIQUE,L,brando style,MENS JACKETS,0004816305,0.00,239.00,0,MONOMOI
brando,ANTIQUE,XL,brando style,MENS JACKETS,0004816306,0.00,239.00,0,MONOMOI
brando,ANTIQUE,2XL,brando style,MENS JACKETS,0004816307,0.00,239.00,0,MONOMOI
brando,ANTIQUE,3XL,brando style,MENS JACKETS,0004816308,0.00,259.00,0,MONOMOI
brando,ANTIQUE,4XL,brando style,MENS JACKETS,0004816309,0.00,279.00,0,MONOMOI
brando,ANTIQUE,5XL,brando style,MENS JACKETS,0004816310,0.00,299.00,0,MONOMOI
dream,BORDO,XS,side zip belted biker,MENS JACKETS,0004838102,0.00,210.00,0,MONOMOI
dream,BORDO,S,side zip belted biker,MENS JACKETS,0004838103,0.00,210.00,0,MONOMOI
dream,BORDO,M,side zip belted biker,MENS JACKETS,0004838104,0.00,210.00,0,MONOMOI
dream,BORDO,L,side zip belted biker,MENS JACKETS,0004838105,0.00,210.00,0,MONOMOI
dream,BORDO,XL,side zip belted biker,MENS JACKETS,0004838106,0.00,210.00,0,MONOMOI
dream,BORDO,2XL,side zip belted biker,MENS JACKETS,0004838107,0.00,210.00,0,MONOMOI
dream,BORDO,3XL,side zip belted biker,MENS JACKETS,0004838108,0.00,230.00,0,MONOMOI
dream,BORDO,4XL,side zip belted biker,MENS JACKETS,0004838109,0.00,250.00,0,MONOMOI
dream,BORDO,5XL,side zip belted biker,MENS JACKETS,0004838110,0.00,270.00,0,MONOMOI
kemmeth,BROWN,S,4 pocket mandrin safari,MENS JACKETS,0004836603,0.00,239.00,0,MONOMOI
kemmeth,BROWN,M,4 pocket mandrin safari,MENS JACKETS,0004836604,0.00,239.00,0,MONOMOI
kemmeth,BROWN,L,4 pocket mandrin safari,MENS JACKETS,0004836605,0.00,239.00,0,MONOMOI
kemmeth,BROWN,XL,4 pocket mandrin safari,MENS JACKETS,0004836606,0.00,239.00,0,MONOMOI
kemmeth,BROWN,2XL,4 pocket mandrin safari,MENS JACKETS,0004836607,0.00,239.00,0,MONOMOI
kemmeth,BROWN,3XL,4 pocket mandrin safari,MENS JACKETS,0004836608,0.00,259.00,0,MONOMOI
kemmeth,BROWN,4XL,4 pocket mandrin safari,MENS JACKETS,0004836609,0.00,279.00,0,MONOMOI
l-446,RED,10,ladies biker,LADIES JACKETS,0004751002,0.00,179.00,0,MONOMOI
l-446,RED,12,ladies biker,LADIES JACKETS,0004751003,0.00,179.00,0,MONOMOI
l-446,RED,14,ladies biker,LADIES JACKETS,0004751004,0.00,179.00,0,MONOMOI
l-446,RED,20,ladies biker,LADIES JACKETS,0004751007,0.00,199.00,0,MONOMOI
l-446,RED,22,ladies biker,LADIES JACKETS,0004751008,0.00,219.00,0,MONOMOI
l-446,RED,24,ladies biker,LADIES JACKETS,0004751009,0.00,239.00,0,MONOMOI
lk1,DARK GREEN,12,side zip ladies biker,LADIES JACKETS,0004752203,0.00,189.00,0,MONOMOI
lk1,DARK GREEN,14,side zip ladies biker,LADIES JACKETS,0004752204,0.00,189.00,0,MONOMOI
lk1,DARK GREEN,16,side zip ladies biker,LADIES JACKETS,0004752205,0.00,189.00,0,MONOMOI
lk1,DARK GREEN,18,side zip ladies biker,LADIES JACKETS,0004752206,0.00,189.00,0,MONOMOI
lk1,DARK GREEN,20,side zip ladies biker,LADIES JACKETS,0004752207,0.00,209.00,0,MONOMOI
lk1,DARK GREEN,22,side zip ladies biker,LADIES JACKETS,0004752208,0.00,229.00,0,MONOMOI
lk1,DARK GREEN,24,side zip ladies biker,LADIES JACKETS,0004752209,0.00,249.00,0,MONOMOI
marlow,BLACK,S,biker jacket,MENS JACKETS,0004841103,0.00,189.00,0,MONOMOI
marlow,BLACK,M,biker jacket,MENS JACKETS,0004841104,0.00,189.00,0,MONOMOI
marlow,BLACK,L,biker jacket,MENS JACKETS,0004841105,0.00,189.00,0,MONOMOI
marlow,BLACK,XL,biker jacket,MENS JACKETS,0004841106,0.00,189.00,0,MONOMOI
marlow,BLACK,2XL,biker jacket,MENS JACKETS,0004841107,0.00,189.00,0,MONOMOI
marlow,BLACK,3XL,biker jacket,MENS JACKETS,0004841108,0.00,209.00,0,MONOMOI
MB BIKER,BLACK,S,biker jacket,MENS JACKETS,0004407103,0.00,199.00,0,MONOMOI
MB BIKER,BLACK,M,biker jacket,MENS JACKETS,0004407104,0.00,199.00,0,MONOMOI
MB BIKER,BLACK,L,biker jacket,MENS JACKETS,0004407105,0.00,199.00,0,MONOMOI
MB BIKER,BLACK,XL,biker jacket,MENS JACKETS,0004407106,0.00,199.00,0,MONOMOI
MB BIKER,BLACK,2XL,biker jacket,MENS JACKETS,0004407107,0.00,199.00,0,MONOMOI
MB BIKER,BLACK,3XL,biker jacket,MENS JACKETS,0004407108,0.00,219.00,0,MONOMOI
MB BIKER,BLACK,4XL,biker jacket,MENS JACKETS,0004407109,0.00,239.00,0,MONOMOI
m-edward,BLACK,S,m-edward,MENS JACKETS,0004644803,0.00,179.00,0,MONOMOI
m-edward,BLACK,M,m-edward,MENS JACKETS,0004644804,0.00,179.00,0,MONOMOI
m-edward,BLACK,L,m-edward,MENS JACKETS,0004644805,0.00,179.00,0,MONOMOI
m-edward,BLACK,XL,m-edward,MENS JACKETS,0004644806,0.00,179.00,0,MONOMOI
m-edward,BLACK,2XL,m-edward,MENS JACKETS,0004644807,0.00,179.00,0,MONOMOI
m-edward,BLACK,3XL,m-edward,MENS JACKETS,0004644808,0.00,199.00,0,MONOMOI
m-edward,BLACK,4XL,m-edward,MENS JACKETS,0004644809,0.00,219.00,0,MONOMOI
m-edward,OXBLOOD,S,m-edward,MENS JACKETS,0004646303,0.00,179.00,0,MONOMOI
m-edward,OXBLOOD,M,m-edward,MENS JACKETS,0004646304,0.00,179.00,0,MONOMOI
m-edward,OXBLOOD,L,m-edward,MENS JACKETS,0004646305,0.00,179.00,0,MONOMOI
m-edward,OXBLOOD,XL,m-edward,MENS JACKETS,0004646306,0.00,179.00,0,MONOMOI
m-edward,OXBLOOD,2XL,m-edward,MENS JACKETS,0004646307,0.00,179.00,0,MONOMOI
m-edward,OXBLOOD,3XL,m-edward,MENS JACKETS,0004646308,0.00,199.00,0,MONOMOI
m-edward,OXBLOOD,4XL,m-edward,MENS JACKETS,0004646309,0.00,219.00,0,MONOMOI
MONO 1,TAN/WASH,S,mens biker,MENS JACKETS,0004408603,0.00,199.00,0,MONOMOI
MONO 1,TAN/WASH,M,mens biker,MENS JACKETS,0004408604,0.00,199.00,0,MONOMOI
MONO 1,TAN/WASH,L,mens biker,MENS JACKETS,0004408605,0.00,199.00,0,MONOMOI
MONO 1,TAN/WASH,XL,mens biker,MENS JACKETS,0004408606,0.00,199.00,0,MONOMOI
MONO 1,TAN/WASH,2XL,mens biker,MENS JACKETS,0004408607,0.00,199.00,0,MONOMOI
MONO 1,TAN/WASH,3XL,mens biker,MENS JACKETS,0004408608,0.00,219.00,0,MONOMOI
MONO 1,TAN/WASH,4XL,mens biker,MENS JACKETS,0004408609,0.00,239.00,0,MONOMOI
MONO 36,BROWN/BUFF,S,biker jacket,MENS JACKETS,0004410103,0.00,189.00,0,MONOMOI
MONO 36,BROWN/BUFF,M,biker jacket,MENS JACKETS,0004410104,0.00,189.00,0,MONOMOI
MONO 36,BROWN/BUFF,L,biker jacket,MENS JACKETS,0004410105,0.00,189.00,0,MONOMOI
MONO 36,BROWN/BUFF,XL,biker jacket,MENS JACKETS,0004410106,0.00,189.00,0,MONOMOI
MONO 36,BROWN/BUFF,2XL,biker jacket,MENS JACKETS,0004410107,0.00,189.00,0,MONOMOI
MONO 36,BROWN/BUFF,3XL,biker jacket,MENS JACKETS,0004410108,0.00,209.00,0,MONOMOI
MONO 36,BROWN/BUFF,4XL,biker jacket,MENS JACKETS,0004410109,0.00,229.00,0,MONOMOI
MONO 42,COFFEE,S,zip box,MENS JACKETS,0004411603,0.00,210.00,0,MONOMOI
MONO 42,COFFEE,M,zip box,MENS JACKETS,0004411604,0.00,210.00,0,MONOMOI
MONO 42,COFFEE,L,zip box,MENS JACKETS,0004411605,0.00,210.00,0,MONOMOI
MONO 42,COFFEE,XL,zip box,MENS JACKETS,0004411606,0.00,210.00,0,MONOMOI
MONO 42,COFFEE,2XL,zip box,MENS JACKETS,0004411607,0.00,210.00,0,MONOMOI
MONO 42,COFFEE,3XL,zip box,MENS JACKETS,0004411608,0.00,230.00,0,MONOMOI
MONO 42,COFFEE,4XL,zip box,MENS JACKETS,0004411609,0.00,250.00,0,MONOMOI
RACER,BLACK WASH,S,biker style,MENS JACKETS,0004404103,0.00,229.00,0,MONOMOI
RACER,BLACK WASH,M,biker style,MENS JACKETS,0004404104,0.00,229.00,0,MONOMOI
RACER,BLACK WASH,L,biker style,MENS JACKETS,0004404105,0.00,229.00,0,MONOMOI
RACER,BLACK WASH,XL,biker style,MENS JACKETS,0004404106,0.00,229.00,0,MONOMOI
RACER,BLACK WASH,2XL,biker style,MENS JACKETS,0004404107,0.00,229.00,0,MONOMOI
RACER,BLACK WASH,3XL,biker style,MENS JACKETS,0004404108,0.00,249.00,0,MONOMOI
RACER,BLACK WASH,4XL,biker style,MENS JACKETS,0004404109,0.00,269.00,0,MONOMOI
RACER,BORDO,S,biker style,MENS JACKETS,0004336903,0.00,229.00,0,MONOMOI
RACER,BORDO,M,biker style,MENS JACKETS,0004336904,0.00,229.00,0,MONOMOI
RACER,BORDO,L,biker style,MENS JACKETS,0004336905,0.00,229.00,0,MONOMOI
RACER,BORDO,XL,biker style,MENS JACKETS,0004336906,0.00,229.00,0,MONOMOI
RACER,BORDO,2XL,biker style,MENS JACKETS,0004336907,0.00,229.00,0,MONOMOI
RACER,BORDO,3XL,biker style,MENS JACKETS,0004336908,0.00,249.00,0,MONOMOI
RACER,BORDO,4XL,biker style,MENS JACKETS,0004336909,0.00,269.00,0,MONOMOI
RACER,BORDO,5XL,biker style,MENS JACKETS,0004336910,0.00,289.00,0,MONOMOI
RACER,BURGANDY,S,biker style,MENS JACKETS,0004620203,0.00,229.00,0,MONOMOI
RACER,BURGANDY,M,biker style,MENS JACKETS,0004620204,0.00,229.00,0,MONOMOI
RACER,BURGANDY,L,biker style,MENS JACKETS,0004620205,0.00,229.00,0,MONOMOI
RACER,BURGANDY,XL,biker style,MENS JACKETS,0004620206,0.00,229.00,0,MONOMOI
RACER,BURGANDY,2XL,biker style,MENS JACKETS,0004620207,0.00,229.00,0,MONOMOI
RACER,BURGANDY,3XL,biker style,MENS JACKETS,0004620208,0.00,249.00,0,MONOMOI
RACER,BURGANDY,4XL,biker style,MENS JACKETS,0004620209,0.00,269.00,0,MONOMOI
RACER,RED/WASH,S,biker style,MENS JACKETS,0004405603,0.00,229.00,0,MONOMOI
RACER,RED/WASH,M,biker style,MENS JACKETS,0004405604,0.00,229.00,0,MONOMOI
RACER,RED/WASH,L,biker style,MENS JACKETS,0004405605,0.00,229.00,0,MONOMOI
RACER,RED/WASH,XL,biker style,MENS JACKETS,0004405606,0.00,229.00,0,MONOMOI
RACER,RED/WASH,2XL,biker style,MENS JACKETS,0004405607,0.00,229.00,0,MONOMOI
RACER,RED/WASH,3XL,biker style,MENS JACKETS,0004405608,0.00,249.00,0,MONOMOI
RACER,RED/WASH,4XL,biker style,MENS JACKETS,0004405609,0.00,269.00,0,MONOMOI
RACER,RED/WASH,5XL,biker style,MENS JACKETS,0004405610,0.00,289.00,0,MONOMOI
roman,BORDO,S,reefer style wash leather,MENS JACKETS,0004835103,0.00,229.00,0,MONOMOI
roman,BORDO,M,reefer style wash leather,MENS JACKETS,0004835104,0.00,229.00,0,MONOMOI
roman,BORDO,L,reefer style wash leather,MENS JACKETS,0004835105,0.00,229.00,0,MONOMOI
roman,BORDO,XL,reefer style wash leather,MENS JACKETS,0004835106,0.00,229.00,0,MONOMOI
roman,BORDO,2XL,reefer style wash leather,MENS JACKETS,0004835107,0.00,229.00,0,MONOMOI
roman,BORDO,3XL,reefer style wash leather,MENS JACKETS,0004835108,0.00,249.00,0,MONOMOI
roman,BORDO,4XL,reefer style wash leather,MENS JACKETS,0004835109,0.00,269.00,0,MONOMOI
URBAN,BORDO,S,fur bomber,MENS JACKETS,0004342003,0.00,199.00,0,MONOMOI
URBAN,BORDO,M,fur bomber,MENS JACKETS,0004342004,0.00,199.00,0,MONOMOI
URBAN,BORDO,L,fur bomber,MENS JACKETS,0004342005,0.00,199.00,0,MONOMOI
URBAN,BORDO,XL,fur bomber,MENS JACKETS,0004342006,0.00,199.00,0,MONOMOI
URBAN,BORDO,2XL,fur bomber,MENS JACKETS,0004342007,0.00,199.00,0,MONOMOI
URBAN,BORDO,3XL,fur bomber,MENS JACKETS,0004342008,0.00,219.00,0,MONOMOI
URBAN,BORDO,4XL,fur bomber,MENS JACKETS,0004342009,0.00,239.00,0,MONOMOI
URBAN,BORDO,5XL,fur bomber,MENS JACKETS,0004342010,0.00,259.00,0,MONOMOI
204 SCARF,BLACK,,SHEEPSKIN SCARFS,ACCESSORIES,0000915300,23.00,59.99,0,NC
MS BIKER,BLACK,S,BIKER STYLE CORD GOAT,MENS JACKETS,0001032703,67.00,169.00,0,NC
MS BIKER,BLACK,M,BIKER STYLE CORD GOAT,MENS JACKETS,0001032704,67.00,169.00,0,NC
MS BIKER,BLACK,L,BIKER STYLE CORD GOAT,MENS JACKETS,0001032705,67.00,169.00,0,NC
MS BIKER,BLACK,XL,BIKER STYLE CORD GOAT,MENS JACKETS,0001032706,67.00,169.00,0,NC
MS BIKER,BLACK,2XL,BIKER STYLE CORD GOAT,MENS JACKETS,0001032707,67.00,169.00,0,NC
MS BIKER,BLACK,3XL,BIKER STYLE CORD GOAT,MENS JACKETS,0001032708,67.00,189.00,0,NC
MS BIKER,BLACK,4XL,BIKER STYLE CORD GOAT,MENS JACKETS,0001032709,67.00,209.00,0,NC
l-oakwood,TAN,10,long ladies mac,LADIES JACKETS,0004746202,0.00,229.00,0,OAKWOOD
LTR BIKER,BLACK,XS,live to ride,MENS JACKETS,0002294502,10.00,129.00,0,OFF TRACK
LTR BIKER,BLACK,M,live to ride,MENS JACKETS,0002294504,10.00,129.00,0,OFF TRACK
LTR BIKER,BLACK,L,live to ride,MENS JACKETS,0002294505,10.00,129.00,0,OFF TRACK
LTR BIKER,BLACK,2XL,live to ride,MENS JACKETS,0002294507,10.00,129.00,0,OFF TRACK
176700,BLACK/NAP,S,LONG REEFER LAMB,MENS JACKETS,0000570603,119.00,299.00,0,OFFSET
176700,BLACK/NAP,M,LONG REEFER LAMB,MENS JACKETS,0000570604,119.00,299.00,0,OFFSET
176700,BLACK/NAP,2XL,LONG REEFER LAMB,MENS JACKETS,0000570607,119.00,299.00,0,OFFSET
176700,BLACK/NAP,3XL,LONG REEFER LAMB,MENS JACKETS,0000570608,119.00,319.00,0,OFFSET
176700,BROWN/NAP,L,LONG REEFER LAMB,MENS JACKETS,0000572005,119.00,299.00,0,OFFSET
176700,BROWN/NAP,XL,LONG REEFER LAMB,MENS JACKETS,0000572006,119.00,299.00,0,OFFSET
ENZO,TAN/ANI,M,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181104,90.00,225.00,0,PETROFF
ENZO,TAN/ANI,L,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181105,90.00,225.00,0,PETROFF
ENZO,TAN/ANI,XL,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181106,90.00,225.00,0,PETROFF
ENZO,TAN/ANI,2XL,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181107,90.00,225.00,0,PETROFF
ENZO,TAN/ANI,3XL,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181108,90.00,245.00,0,PETROFF
ENZO,TAN/ANI,4XL,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181109,90.00,265.00,0,PETROFF
ENZO,TAN/ANI,5XL,3/4 SAFARI STYLE SHEEP,MENS JACKETS,0000181110,90.00,285.00,0,PETROFF
FRANCO,PINK WASH,S,biker hooded,MENS JACKETS,0004402603,0.00,189.00,0,ROXBIKE
FRANCO,PINK WASH,M,biker hooded,MENS JACKETS,0004402604,0.00,189.00,0,ROXBIKE
FRANCO,PINK WASH,L,biker hooded,MENS JACKETS,0004402605,0.00,189.00,0,ROXBIKE
FRANCO,PINK WASH,XL,biker hooded,MENS JACKETS,0004402606,0.00,189.00,0,ROXBIKE
FRANCO,PINK WASH,2XL,biker hooded,MENS JACKETS,0004402607,0.00,189.00,0,ROXBIKE
FRANCO,PINK WASH,3XL,biker hooded,MENS JACKETS,0004402608,0.00,209.00,0,ROXBIKE
FRANCO,PINK WASH,4XL,biker hooded,MENS JACKETS,0004402609,0.00,229.00,0,ROXBIKE
FRANCO,PINK WASH,5XL,biker hooded,MENS JACKETS,0004402610,0.00,249.00,0,ROXBIKE
FRANCO,STONE WASH,S,biker hooded,MENS JACKETS,0004399603,0.00,189.00,0,ROXBIKE
FRANCO,STONE WASH,M,biker hooded,MENS JACKETS,0004399604,0.00,189.00,0,ROXBIKE
FRANCO,STONE WASH,L,biker hooded,MENS JACKETS,0004399605,0.00,189.00,0,ROXBIKE
FRANCO,STONE WASH,XL,biker hooded,MENS JACKETS,0004399606,0.00,189.00,0,ROXBIKE
FRANCO,STONE WASH,2XL,biker hooded,MENS JACKETS,0004399607,0.00,189.00,0,ROXBIKE
FRANCO,STONE WASH,3XL,biker hooded,MENS JACKETS,0004399608,0.00,209.00,0,ROXBIKE
FRANCO,STONE WASH,4XL,biker hooded,MENS JACKETS,0004399609,0.00,229.00,0,ROXBIKE
FRANCO,TAN,S,biker hooded,MENS JACKETS,0004401103,0.00,189.00,0,ROXBIKE
FRANCO,TAN,M,biker hooded,MENS JACKETS,0004401104,0.00,189.00,0,ROXBIKE
FRANCO,TAN,L,biker hooded,MENS JACKETS,0004401105,0.00,189.00,0,ROXBIKE
FRANCO,TAN,XL,biker hooded,MENS JACKETS,0004401106,0.00,189.00,0,ROXBIKE
FRANCO,TAN,2XL,biker hooded,MENS JACKETS,0004401107,0.00,189.00,0,ROXBIKE
FRANCO,TAN,3XL,biker hooded,MENS JACKETS,0004401108,0.00,209.00,0,ROXBIKE
FRANCO,TAN,4XL,biker hooded,MENS JACKETS,0004401109,0.00,229.00,0,ROXBIKE
FRANCO,TAN,5XL,biker hooded,MENS JACKETS,0004401110,0.00,249.00,0,ROXBIKE
CURVE,LILAC,,CURVE FRONT CROSS BODY BAG,HANDBAGS,0002104700,23.00,59.99,0,SIENNA DE LUCA
CURVE,MERLOT,,CURVE FRONT CROSS BODY BAG,HANDBAGS,0002104800,23.00,59.99,0,SIENNA DE LUCA
JENNY,BROWN,,2 FRONT POCKET CROSS BODY BAG,HANDBAGS,0000853800,23.00,59.99,0,SIENNA DE LUCA
JENNY,RED,,2 FRONT POCKET CROSS BODY BAG,HANDBAGS,0000853600,23.00,59.99,0,SIENNA DE LUCA
NIBI 2,TAN/APP,8,PLAIN BIKER SHEEP,LADIES JACKETS,0000423901,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,10,PLAIN BIKER SHEEP,LADIES JACKETS,0000423902,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,12,PLAIN BIKER SHEEP,LADIES JACKETS,0000423903,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,14,PLAIN BIKER SHEEP,LADIES JACKETS,0000423904,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,16,PLAIN BIKER SHEEP,LADIES JACKETS,0000423905,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,18,PLAIN BIKER SHEEP,LADIES JACKETS,0000423906,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,TAN/APP,20,PLAIN BIKER SHEEP,LADIES JACKETS,0000423907,55.00,159.00,0,SIENNA DE LUCA
NIBI 2,VEGGIE BROWN,12,PLAIN BIKER SHEEP,LADIES JACKETS,0001350403,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,VEGGIE BROWN,14,PLAIN BIKER SHEEP,LADIES JACKETS,0001350404,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,VEGGIE BROWN,18,PLAIN BIKER SHEEP,LADIES JACKETS,0001350406,55.00,139.00,0,SIENNA DE LUCA
NIBI 2,VEGGIE BROWN,20,PLAIN BIKER SHEEP,LADIES JACKETS,0001350407,55.00,159.00,0,SIENNA DE LUCA
TAB,BLUSH,,TAB FLAP ON FRONT,HANDBAGS,0001950000,23.00,59.99,0,SIENNA DE LUCA
TAB,BROWN,,TAB FLAP ON FRONT,HANDBAGS,0000851600,23.00,59.99,0,SIENNA DE LUCA
TAB,croc navy,,TAB FLAP ON FRONT,HANDBAGS,0004504500,23.00,59.99,0,SIENNA DE LUCA
TAB,DARK NAVY,,TAB FLAP ON FRONT,HANDBAGS,0004050800,23.00,59.99,0,SIENNA DE LUCA
TAB,LILAC,,TAB FLAP ON FRONT,HANDBAGS,0002104400,23.00,59.99,0,SIENNA DE LUCA
TAB,MERLOT,,TAB FLAP ON FRONT,HANDBAGS,0002104500,23.00,59.99,0,SIENNA DE LUCA
TAB,MUSHROOM,,TAB FLAP ON FRONT,HANDBAGS,0002034800,23.00,59.99,0,SIENNA DE LUCA
TAB,TEAL,,TAB FLAP ON FRONT,HANDBAGS,0002034000,23.00,59.99,0,SIENNA DE LUCA
TAB,YELLOW,,TAB FLAP ON FRONT,HANDBAGS,0000851900,23.00,59.99,0,SIENNA DE LUCA
0005407379 17,BROWN,,MESSANGER,MAN BAG,0001979300,102.00,266.00,0,THE BRIDGE
004441449 06,RED,,BAULETTO,HANDBAGS,0001977200,189.00,491.00,0,THE BRIDGE
005225401 2A,BLUE,,MESSANGER,MAN BAG,0001974000,208.00,541.00,0,THE BRIDGE
00621052R 30,TAN/BRN,,ZAINO,HANDBAGS,0001975000,154.00,401.00,0,THE BRIDGE
006401179 20,BLACK,,CARTELLA,BRIEFCASE,0001977500,170.00,497.00,0,THE BRIDGE
006433801 07,BROWN,,P COMPUTER,BRIEFCASE,0001982300,156.50,407.00,0,THE BRIDGE
006462437 14,BROWN,,CARTELLA,BRIEFCASE,0001978600,192.00,570.00,0,THE BRIDGE
006466901 14,BROWN,,CARTELLA,BRIEFCASE,0001978500,173.00,450.00,0,THE BRIDGE
00650241P 2K,BLUE,,SHOPPER ZIP SMALL,LUGGAGE,0001967900,342.00,890.00,0,THE BRIDGE
01083001 20,BLACK,,travel document holder,ACCESSORIES,0003273400,0.00,208.50,0,THE BRIDGE
01101801 14,BROWN,,coin purse,PURSE,0003282100,0.00,50.00,0,THE BRIDGE
01220501 4F,BROWN/OXBLOOD,,card/note wallet,WALLETS,0003282300,0.00,85.00,0,THE BRIDGE
0140232F 6Z,BLUE/BLK,,wallet,WALLETS,0003280000,0.00,98.00,0,THE BRIDGE
0140572F 6Z,BLUE/BLK,,wallet,WALLETS,0003277800,0.00,98.00,0,THE BRIDGE
01431401 58,OXBLOOD,,wallet,WALLETS,0003281500,0.00,110.00,0,THE BRIDGE
01431501 4F,BROWN/OXBLOOD,,wallet,WALLETS,0003282600,0.00,88.00,0,THE BRIDGE
01434501 5L,BROWN/TAN,,wallet,WALLETS,0003277600,0.00,96.00,0,THE BRIDGE
0146362F 14,BROWN,,wallet,WALLETS,0003277300,0.00,120.00,0,THE BRIDGE
0148063Q 5Z,BLACK/BRN/GUNMETAL,,wallet,WALLETS,0003279600,0.00,65.00,0,THE BRIDGE
0148252R 3N,DARK NAVY,,wallet,WALLETS,0003278000,0.00,90.00,0,THE BRIDGE
0172152R 3Q,DARK BROWN,,purse,PURSE,0003284200,0.00,149.90,0,THE BRIDGE
01723479 71,GREEN,,purse,PURSE,0003274400,0.00,122.20,0,THE BRIDGE
01767501 5A,BROWN/ORANGE,,purse,PURSE,0003277000,0.00,180.00,0,THE BRIDGE
01801901 14,BROWN,,key holder wallet,ACCESSORIES,0003273700,0.00,75.00,0,THE BRIDGE
01911301 20,BLACK,,large diary,ACCESSORIES,0003273500,0.00,336.00,0,THE BRIDGE
036262 01 00,DARK-BROWN,XL,belt,BELTS,0003293106,0.00,130.00,0,THE BRIDGE
040725 1P 2C NH,HAVANA/GOLD,,HANDBAG 2017,HANDBAGS,0002475900,178.00,462.80,0,THE BRIDGE
044450,BLACK/HIDE,,40X31X14 COW,HANDBAGS,0000680800,278.00,695.00,0,THE BRIDGE
044606 3R 14 NH,BROWN,,HANDBAG 2017,HANDBAGS,0002479500,72.00,187.20,0,THE BRIDGE
0446863R 14,BROWN,,makeup/accessories bag,ACCESSORIES,0003272200,0.00,126.00,0,THE BRIDGE
050725 2F 1U NH,DARK BRN/PALLADIUM,,SATCHEL 2017,MAN BAG,0002498400,132.00,343.20,0,THE BRIDGE
051514 1W 1U NH,BROWN T MORO,,MANBAG 2017,MAN BAG,0002554400,127.00,330.20,0,THE BRIDGE
052204 01 14 NH,BROWN,,MANBAG 2017,MAN BAG,0002573600,110.00,286.00,0,THE BRIDGE
