,Organic Google Search query,Organic Google Search clicks,Organic Google Search impressions,Organic Google Search click through rate,Organic Google Search average position,Date
58845,black long strap bag,0,5,0.0,10.0,12-2023
58846,black long strap shoulder bag,0,5,0.0,5.4,12-2023
58847,black long trench coat,0,3,0.0,18.33333333333333,12-2023
58848,black long trenchcoat,0,2,0.0,3.5,12-2023
58849,black longline leather jacket,0,4,0.0,6.25,12-2023
58850,black luxury sling bag,0,2,0.0,1.0,12-2023
58851,black lycra leggings,0,104,0.0,46.23076923076923,12-2023
58852,black lycra skirt,0,50,0.0,9.5,12-2023
58853,black man bag,0,304,0.0,30.38157894736842,12-2023
58854,black man bag leather,0,5,0.0,3.4,12-2023
58855,black man bags,0,7,0.0,6.142857142857143,12-2023
58856,black manbag,0,4,0.0,2.75,12-2023
58857,black manya,0,27,0.0,10.74074074074074,12-2023
58858,black maxi leather skirt,0,2,0.0,1.5,12-2023
58859,black men bag,0,1,0.0,1.0,12-2023
58860,black men in leather,0,6,0.0,97.83333333333331,12-2023
58861,black men's leather jacket,0,7,0.0,9.571428571428571,12-2023
58862,black men's leather jackets,0,2,0.0,7.5,12-2023
58863,black mens bag,0,81,0.0,37.74074074074074,12-2023
58864,black mens belt,0,18,0.0,90.94444444444444,12-2023
58865,black mens bomber jacket,0,3,0.0,45.66666666666666,12-2023
58866,black mens gloves,0,150,0.0,45.52,12-2023
58867,black mens jacket with hood,0,1,0.0,9.0,12-2023
58868,black mens leather backpack,0,4,0.0,7.0,12-2023
58869,black mens leather gloves,0,25,0.0,10.8,12-2023
58870,black mens leather jacket,0,5,0.0,22.2,12-2023
58871,black mens messenger bag,0,2,0.0,6.0,12-2023
58872,black mens pouch,0,14,0.0,7.714285714285714,12-2023
58873,black mens rucksack,0,36,0.0,7.861111111111111,12-2023
58874,black mens satchel,0,190,0.0,50.16315789473684,12-2023
58875,black mens slippers,0,3,0.0,30.666666666666668,12-2023
58876,black mens wallets,0,38,0.0,69.86842105263158,12-2023
58877,black messenger backpack,0,17,0.0,61.76470588235294,12-2023
58878,black messenger bag,0,42,0.0,75.23809523809524,12-2023
58879,black messenger bag leather,0,2,0.0,35.0,12-2023
58880,black messenger bag mens,0,6,0.0,48.333333333333336,12-2023
58881,black messenger bag women's,0,1,0.0,5.0,12-2023
58882,black messenger bags,0,9,0.0,71.88888888888889,12-2023
58883,black messenger bags for men,0,30,0.0,24.866666666666667,12-2023
58884,black mid length coat,0,3,0.0,62.66666666666666,12-2023
58885,black mini backpack,0,45,0.0,44.44444444444444,12-2023
58886,black mini leather backpack,0,2,0.0,8.5,12-2023
58887,black moccasin slippers,0,14,0.0,22.214285714285715,12-2023
58888,black moccasin slippers womens,0,2,0.0,34.5,12-2023
58889,black moccasins for women,0,3,0.0,7.0,12-2023
58890,black moccasins slippers,0,4,0.0,19.75,12-2023
58891,black moccasins women,0,2,0.0,5.5,12-2023
58892,black moccasins womens,0,16,0.0,15.375,12-2023
58893,black mongolian,0,1,0.0,1.0,12-2023
58894,black moto jacket,0,10,0.0,4.6,12-2023
58895,black motorbike jacket,0,6,0.0,69.0,12-2023
58896,black nappa leather jacket,0,6,0.0,1.6666666666666663,12-2023
58897,black over body handbag,0,2,0.0,16.0,12-2023
58898,black over coat,0,8,0.0,86.25,12-2023
58899,black over shoulder bag,0,9,0.0,24.88888888888889,12-2023
58900,black over the shoulder bag,0,38,0.0,22.68421052631579,12-2023
58901,black overcoat mens,0,3,0.0,66.66666666666667,12-2023
58902,black oversized clutch bag,0,10,0.0,28.6,12-2023
58903,black parka,0,4,0.0,83.75,12-2023
58904,black parka coat with fur hood,0,7,0.0,32.714285714285715,12-2023
58905,black parka with fur hood,0,113,0.0,27.97345132743363,12-2023
58906,black parka with hood,0,5,0.0,4.2,12-2023
58907,black parkas,0,49,0.0,54.265306122448976,12-2023
58908,black pat,0,4,0.0,47.25,12-2023
58909,black patent bag uk,0,1,0.0,6.0,12-2023
58910,black patent cross body bag,0,73,0.0,26.671232876712327,12-2023
58911,black patent cross body bag uk,0,5,0.0,23.6,12-2023
58912,black patent handbag,0,152,0.0,34.2828947368421,12-2023
58913,black patent handbag uk,0,6,0.0,11.666666666666666,12-2023
58914,black patent handbags,0,157,0.0,31.547770700636946,12-2023
58915,black patent leather bag,0,114,0.0,19.46491228070176,12-2023
58916,black patent leather bag sale,0,1,0.0,4.0,12-2023
58917,black patent leather handbag,0,15,0.0,33.06666666666667,12-2023
58918,black patent leather handbags,0,24,0.0,35.291666666666664,12-2023
58919,black patent leather tote bag,0,10,0.0,27.7,12-2023
58920,black patent tote bag,0,128,0.0,14.6171875,12-2023
58921,black patent tote bags,0,2,0.0,39.5,12-2023
58922,black pedal pushers,0,17,0.0,13.941176470588236,12-2023
58923,black pencil skirt,0,221,0.0,37.23981900452489,12-2023
58924,black pencil.skirt,0,2,0.0,37.5,12-2023
58925,black perfecto,0,2,0.0,3.0,12-2023
58926,black phone bag,0,2,0.0,95.5,12-2023
58927,black pilgrim,0,2,0.0,19.0,12-2023
58928,black pilot hat,0,4,0.0,8.75,12-2023
58929,black pouch bag men's,0,7,0.0,5.714285714285714,12-2023
58930,black purse,0,5,0.0,78.0,12-2023
58931,black purse wallet,0,67,0.0,27.86567164179105,12-2023
58932,black purse womens,0,1,0.0,12.0,12-2023
58933,black purses,0,86,0.0,25.523255813953487,12-2023
58934,black purses cheap,0,12,0.0,17.083333333333332,12-2023
58935,black quilted backpack,0,208,0.0,14.95673076923077,12-2023
58936,black quilted cross body bag,0,18,0.0,54.0,12-2023
58937,black quilted leather jacket,0,3,0.0,37.0,12-2023
58938,black quilted leather jacket mens,0,11,0.0,62.18181818181818,12-2023
58939,black racksack,0,4,0.0,9.75,12-2023
58940,black real leather backpack,0,3,0.0,9.0,12-2023
58941,black real leather biker jacket,0,1,0.0,9.0,12-2023
58942,black real leather jacket,0,100,0.0,17.82,12-2023
58943,black real leather jacket womens,0,3,0.0,12.666666666666666,12-2023
58944,black red jacket,0,2,0.0,1.0,12-2023
58945,black red leather jacket,0,21,0.0,22.33333333333333,12-2023
58946,black red wallet,0,2,0.0,11.0,12-2023
58947,black ricksack,0,5,0.0,10.4,12-2023
58948,black ruck sack,0,77,0.0,11.51948051948052,12-2023
58949,black rucksac,0,22,0.0,11.5,12-2023
58950,black rucksack,0,2643,0.0,13.391978811956111,12-2023
58951,black rucksack handbag,0,35,0.0,11.485714285714286,12-2023
58952,black rucksack ladies,0,14,0.0,43.285714285714285,12-2023
58953,black rucksack men,0,28,0.0,21.535714285714285,12-2023
58954,black rucksack mens,0,499,0.0,12.735470941883769,12-2023
58955,black rucksack women's,0,4,0.0,48.5,12-2023
58956,black rucksack womens,0,54,0.0,46.351851851851855,12-2023
58957,black rucksacks,0,19,0.0,73.94736842105263,12-2023
58958,black rucksak,0,16,0.0,11.3125,12-2023
58959,black rucksake,0,4,0.0,10.0,12-2023
58960,black rucksaxk,0,1,0.0,11.0,12-2023
58961,black rucsac,0,11,0.0,6.545454545454546,12-2023
58962,black rucsack,0,2,0.0,11.5,12-2023
58963,black rug,0,3,0.0,78.33333333333333,12-2023
58964,black rugs,0,105,0.0,53.819047619047616,12-2023
58965,black rugs for sale,0,9,0.0,45.888888888888886,12-2023
58966,black rugs living room,0,4,0.0,36.0,12-2023
58967,black rugs uk,0,2,0.0,65.0,12-2023
58968,black rugsack,0,1,0.0,4.0,12-2023
58969,black sabre,0,3,0.0,42.66666666666666,12-2023
58970,black saddle bag,0,108,0.0,36.76851851851852,12-2023
58971,black shearling aviator jacket,0,12,0.0,9.25,12-2023
58972,black shearling coat,0,62,0.0,7.064516129032258,12-2023
58973,black shearling coat mens,0,34,0.0,17.970588235294116,12-2023
58974,black shearling coat womens,0,15,0.0,18.666666666666668,12-2023
58975,black shearling jacket,0,47,0.0,13.02127659574468,12-2023
58976,black shearling jacket womens,0,2,0.0,5.0,12-2023
58977,black shearling jackets,0,8,0.0,4.5,12-2023
58978,black shearling womens jacket,0,2,0.0,8.5,12-2023
58979,black sheep coat,0,3,0.0,8.333333333333332,12-2023
58980,black sheep gilet,0,1,0.0,12.0,12-2023
58981,black sheep skin,0,1,0.0,3.0,12-2023
58982,black sheepskin,0,17,0.0,38.64705882352941,12-2023
58983,black sheepskin aviator jacket,0,4,0.0,52.0,12-2023
58984,black sheepskin coat mens,0,8,0.0,4.375,12-2023
58985,black sheepskin jacket,0,78,0.0,26.06410256410257,12-2023
58986,black sheepskin jacket mens,0,48,0.0,5.583333333333333,12-2023
58987,black sheepskin jacket womens,0,10,0.0,1.9,12-2023
58988,black sheepskin rug,0,37,0.0,38.67567567567568,12-2023
58989,black sheepskin slippers,0,101,0.0,14.950495049504951,12-2023
58990,black sheepskin slippers womens,0,2,0.0,19.0,12-2023
58991,black shiny handbag,0,43,0.0,1.0465116279069768,12-2023
58992,black shirt jacket,0,17,0.0,17.058823529411764,12-2023
58993,black shirt jacket womens,0,1,0.0,4.0,12-2023
58994,black shirt with jacket,0,1,0.0,3.0,12-2023
58995,black shoe cream,0,7,0.0,22.0,12-2023
58996,black shoe dye,0,35,0.0,21.62857142857143,12-2023
58997,black shopper,0,45,0.0,28.73333333333333,12-2023
58998,black shopper bag,0,365,0.0,32.361643835616434,12-2023
58999,black shopper bag with zip,0,9,0.0,5.0,12-2023
59000,black shopper bags,0,29,0.0,32.58620689655172,12-2023
59001,black short blazer,0,20,0.0,42.8,12-2023
59002,black short blazer for women,0,2,0.0,10.5,12-2023
59003,black short blazer womens,0,50,0.0,5.92,12-2023
59004,black short coat for ladies,0,7,0.0,5.857142857142857,12-2023
59005,black short coat women's,0,7,0.0,8.571428571428571,12-2023
59006,black short coat womens,0,20,0.0,14.4,12-2023
59007,black short jacket,0,240,0.0,6.504166666666666,12-2023
59008,black short jacket ladies,0,85,0.0,9.388235294117647,12-2023
59009,black short jacket women,0,82,0.0,5.0,12-2023
59010,black short jacket women's,0,57,0.0,6.87719298245614,12-2023
59011,black short jacket womens,0,18,0.0,6.666666666666667,12-2023
59012,black short jackets,0,98,0.0,8.112244897959183,12-2023
59013,black short ladies jacket,0,9,0.0,5.777777777777778,12-2023
59014,black short leather jacket,0,18,0.0,6.722222222222222,12-2023
59015,black short sleeve jacket women's,0,1,0.0,1.0,12-2023
59016,black shoulder,0,24,0.0,32.08333333333333,12-2023
59017,black shoulder bag,0,55,0.0,27.327272727272728,12-2023
59018,black shoulder bag large,0,3,0.0,27.666666666666668,12-2023
59019,black shoulder bag long strap,0,35,0.0,4.085714285714285,12-2023
59020,black shoulder bag vintage,0,2,0.0,4.0,12-2023
59021,black shoulder bag with long strap,0,4,0.0,7.5,12-2023
59022,black shoulder bag with zip,0,2,0.0,42.0,12-2023
59023,black shoulder chain bag,0,1,0.0,1.0,12-2023
59024,black shoulder handbags,0,43,0.0,26.837209302325583,12-2023
59025,black shoulder work bag,0,2,0.0,7.0,12-2023
59026,black side bags,0,4,0.0,58.0,12-2023
59027,black single breasted coat,0,6,0.0,57.0,12-2023
59028,black single breasted trench coat,0,2,0.0,6.5,12-2023
59029,black skinny leggings,0,3,0.0,7.666666666666667,12-2023
59030,black sleeveless jackets,0,9,0.0,64.11111111111111,12-2023
59031,black sleeveless leather jacket,0,35,0.0,3.2857142857142856,12-2023
59032,black slimg bag,0,1,0.0,4.0,12-2023
59033,black sling bag,0,3,0.0,26.666666666666668,12-2023
59034,black slippers,0,162,0.0,82.20370370370371,12-2023
59035,black slippers for ladies,0,2,0.0,1.0,12-2023
59036,black slippers for men,0,2,0.0,85.5,12-2023
59037,black slippers ladies,0,14,0.0,68.07142857142857,12-2023
59038,black slippers mens,0,15,0.0,71.26666666666667,12-2023
59039,black slippers womens,0,92,0.0,51.03260869565217,12-2023
59040,black slippers womens uk,0,9,0.0,9.77777777777778,12-2023
59041,black slouch bag,0,21,0.0,35.095238095238095,12-2023
59042,black small bag,0,6,0.0,50.833333333333336,12-2023
59043,black small cross body bag,0,18,0.0,6.055555555555555,12-2023
59044,black small crossbody,0,1,0.0,3.0,12-2023
59045,black small hand bag,0,13,0.0,7.3076923076923075,12-2023
59046,black small handbags,0,25,0.0,25.36,12-2023
59047,black small leather bag,0,15,0.0,4.933333333333334,12-2023
59048,black small leather purse,0,1,0.0,20.0,12-2023
59049,black small rucksack,0,1,0.0,16.0,12-2023
59050,black snake print bag,0,4,0.0,1.75,12-2023
59051,black soft leather,0,2,0.0,2.0,12-2023
59052,black soft leather handbags,0,2,0.0,27.0,12-2023
59053,black soft leather handbags uk,0,7,0.0,18.285714285714285,12-2023
59054,black strap bag,0,1,0.0,11.0,12-2023
59055,black studded clutch,0,3,0.0,1.6666666666666663,12-2023
59056,black studded clutch bag,0,55,0.0,17.181818181818183,12-2023
59057,black studded jacket,0,7,0.0,1.7142857142857144,12-2023
59058,black studded leather jacket,0,18,0.0,5.0,12-2023
59059,black suede aviator jacket,0,1,0.0,1.0,12-2023
59060,black suede backpack,0,4,0.0,3.75,12-2023
59061,black suede biker jacket,0,67,0.0,61.8955223880597,12-2023
59062,black suede biker jacket womens,0,20,0.0,49.05,12-2023
59063,black suede bomber jacket,0,17,0.0,38.76470588235294,12-2023
59064,black suede bomber jacket mens,0,44,0.0,58.40909090909091,12-2023
59065,black suede coat womens,0,31,0.0,8.35483870967742,12-2023
59066,black suede gloves,0,65,0.0,25.23076923076923,12-2023
59067,black suede handbag,0,144,0.0,30.49305555555556,12-2023
59068,black suede handbag uk,0,5,0.0,8.2,12-2023
59069,black suede handbags,0,36,0.0,40.0,12-2023
59070,black suede handbags uk,0,2,0.0,5.0,12-2023
59071,black suede jacket,0,48,0.0,58.16666666666666,12-2023
59072,black suede jacket womens,0,4,0.0,35.25,12-2023
59073,black suede mens jacket,0,1,0.0,6.0,12-2023
59074,black suede purse,0,2,0.0,32.5,12-2023
59075,black suede shoulder bag,0,13,0.0,44.15384615384615,12-2023
59076,black suede tote bag,0,2,0.0,57.5,12-2023
59077,black suede trousers,0,3,0.0,6.666666666666667,12-2023
59078,black suedette bag,0,2,0.0,12.0,12-2023
59079,black suedette biker jacket,0,6,0.0,55.16666666666666,12-2023
59080,black suedette jacket,0,2,0.0,44.5,12-2023
59081,black suedette panel tote bag and pouch,0,2,0.0,2.0,12-2023
59082,black tench,0,2,0.0,1.0,12-2023
59083,black thomas,0,2,0.0,17.5,12-2023
59084,black tipped gloves,0,2,0.0,1.0,12-2023
59085,black toiletry bag,0,5,0.0,34.2,12-2023
59086,black tote backpack,0,1,0.0,3.0,12-2023
59087,black tote bag with zip,0,6,0.0,17.833333333333332,12-2023
59088,black tote leather bag,0,4,0.0,36.0,12-2023
59089,black touch screen gloves,0,77,0.0,62.61038961038961,12-2023
59090,black trapper,0,6,0.0,2.5,12-2023
59091,black trapper hat,0,328,0.0,34.75914634146341,12-2023
59092,black travel bag,0,58,0.0,24.79310344827586,12-2023
59093,black travel bag mens,0,4,0.0,4.75,12-2023
59094,black travel wallet,0,4,0.0,9.0,12-2023
59095,black travelling bag,0,2,0.0,9.0,12-2023
59096,black trench coat,0,28,0.0,57.035714285714285,12-2023
59097,black trench coat with hood,0,3,0.0,3.333333333333333,12-2023
59098,black trench coat women,0,1,0.0,5.0,12-2023
59099,black trench coat womens uk,0,7,0.0,24.857142857142858,12-2023
59100,black tube dress,0,45,0.0,56.6,12-2023
59101,black tube skirt,0,52,0.0,53.69230769230769,12-2023
59102,black v bag,0,6,0.0,2.166666666666667,12-2023
59103,black valet tray,0,1,0.0,12.0,12-2023
59104,black victoria,0,3,0.0,56.333333333333336,12-2023
59105,black vintage bag,0,4,0.0,11.5,12-2023
59106,black vintage leather jacket,0,5,0.0,5.0,12-2023
59107,black waistcoats,0,51,0.0,79.13725490196079,12-2023
59108,black waistcoats women's,0,3,0.0,54.333333333333336,12-2023
59109,black wallet,0,6,0.0,76.66666666666667,12-2023
59110,black wallet mens,0,13,0.0,65.84615384615384,12-2023
59111,black wallet purse,0,26,0.0,12.884615384615383,12-2023
59112,black wallet women's,0,2,0.0,5.0,12-2023
59113,black wallet womens,0,59,0.0,66.40677966101696,12-2023
59114,black wallets,0,37,0.0,75.54054054054055,12-2023
59115,black wallets for men,0,21,0.0,74.14285714285714,12-2023
59116,black wash bag,0,161,0.0,7.341614906832298,12-2023
59117,black wash bags,0,15,0.0,8.733333333333334,12-2023
59118,black washbag,0,6,0.0,8.833333333333332,12-2023
59119,black white rugs,0,3,0.0,51.333333333333336,12-2023
59120,black widow leather jacket,0,5,0.0,80.4,12-2023
59121,black women's gloves,0,5,0.0,50.2,12-2023
59122,black women's jacket,0,67,0.0,9.388059701492535,12-2023
59123,black women's leather jacket,0,16,0.0,11.3125,12-2023
59124,black womens aviator jacket,0,29,0.0,12.758620689655173,12-2023
59125,black womens gloves,0,26,0.0,46.26923076923077,12-2023
59126,black womens jackets uk,0,2,0.0,5.0,12-2023
59127,black womens leather jacket,0,18,0.0,10.333333333333334,12-2023
59128,black womens purses,0,52,0.0,23.73076923076923,12-2023
59129,black womens rucksack,0,21,0.0,55.19047619047619,12-2023
59130,black womens slippers,0,8,0.0,54.375,12-2023
59131,black womens wallet,0,3,0.0,15.333333333333334,12-2023
59132,black work bag,0,92,0.0,51.95652173913044,12-2023
59133,black work bag tote,0,12,0.0,7.916666666666667,12-2023
59134,black work bag women's,0,3,0.0,9.0,12-2023
59135,black work gloves,0,7,0.0,69.71428571428571,12-2023
59136,black work handbag,0,23,0.0,11.26086956521739,12-2023
59137,black woven bag,0,2,0.0,1.5,12-2023
59138,black woven bag uk,0,1,0.0,12.0,12-2023
59139,black woven crossbody bag,0,1,0.0,2.0,12-2023
59140,black woven leather bag,0,2,0.0,12.0,12-2023
59141,black wristlet bag,0,3,0.0,82.0,12-2023
59142,black zip around purse,0,106,0.0,39.735849056603776,12-2023
59143,black zip bag,0,32,0.0,8.375,12-2023
59144,black zip cross body bag,0,4,0.0,12.5,12-2023
59145,black zip handbag,0,82,0.0,5.2073170731707314,12-2023
59146,black zip leather jacket,0,2,0.0,2.0,12-2023
59147,black zip purse,0,3,0.0,37.0,12-2023
59148,black zip top tote bag,0,1,0.0,12.0,12-2023
59149,black zipped tote bag,0,1,0.0,4.0,12-2023
59150,black..130,0,3,0.0,12.333333333333334,12-2023
59151,black.hobo bag,0,1,0.0,3.0,12-2023
59152,black.leather,0,3,0.0,14.0,12-2023
59153,black.leather cross body bag,0,1,0.0,7.0,12-2023
59154,black.leather jacket,0,3,0.0,16.0,12-2023
59155,black.leather jacket womens,0,1,0.0,11.0,12-2023
59156,black711,0,3,0.0,17.333333333333332,12-2023
59157,blacked. com full length,0,2,0.0,10.0,12-2023
59158,blackela,0,7,0.0,51.85714285714285,12-2023
59159,blackening cream,0,2,0.0,9.0,12-2023
59160,blackgb,0,3,0.0,5.666666666666667,12-2023
59161,blackleather,0,2,0.0,6.5,12-2023
59162,blacks holdall,0,5,0.0,10.4,12-2023
59163,blacks rucksacks,0,3,0.0,69.66666666666667,12-2023
59164,blazer 3xl,0,1,0.0,10.0,12-2023
59165,blazer for men leather,0,10,0.0,84.0,12-2023
59166,blazer jacket for ladies,0,3,0.0,91.0,12-2023
59167,blazer jacket for men,0,38,0.0,79.94736842105263,12-2023
